Assigned ID	Source	serial number	media type	component	additional component	without	pH	strain type	strain info	Phase	Cultivation	Growth Rate	OD	bioreactor	passed_global_correlation	condition	project	reference_condition
GSM5197243_2	2	GSM5197243	CGXII	glucose				wild type + overexpression	WT pEKEx2-NprE-cutinase ( Fusarium solani ) ( 100 µM IPTG )	exponential				FALSE	TRUE	Condition411	P1	Condition195
GSM5197244_1	1	GSM5197244	CGXII	glucose				wild type + overexpression	WT pEKEx2-NprE-cutinase ( Fusarium solani ) ( 100 µM IPTG )	exponential				FALSE	TRUE	Condition98	P1	Condition195
GSM5197244_2	2	GSM5197244	CGXII	glucose				wild type + overexpression	WT pEKEx2-NprE-cutinase ( Fusarium solani ) ( 100 µM IPTG )	exponential				FALSE	TRUE	Condition411	P1	Condition195
GSM5197245_1	1	GSM5197245	CGXII	glucose				wild type + overexpression	WT pEKEx2-NprE-cutinase ( Fusarium solani ) ( 100 µM IPTG )	exponential				FALSE	TRUE	Condition98	P1	Condition195
GSM5197245_2	2	GSM5197245	CGXII	glucose				wild type + overexpression	WT pEKEx2-NprE-cutinase ( Fusarium solani ) ( 100 µM IPTG )	exponential				FALSE	TRUE	Condition411	P1	Condition195
GSM5197246_1	1	GSM5197246	CGXII	glucose				wild type + overexpression	WT pEKEx2-NprE-cutinase ( Fusarium solani )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition243	P1	Condition195
GSM5197246_2	2	GSM5197246	CGXII	glucose				wild type + overexpression	WT pEKEx2-NprE-cutinase ( Fusarium solani )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition157	P1	Condition195
GSM5197247_1	1	GSM5197247	CGXII	glucose				wild type + overexpression	WT pEKEx2-NprE-cutinase ( Fusarium solani )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition243	P1	Condition195
GSM5197247_2	2	GSM5197247	CGXII	glucose				wild type + overexpression	WT pEKEx2-NprE-cutinase ( Fusarium solani )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition157	P1	Condition195
GSM5197248_1	1	GSM5197248	CGXII	glucose				wild type + overexpression	WT pEKEx2-NprE-cutinase ( Fusarium solani )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition243	P1	Condition195
GSM5197248_2	2	GSM5197248	CGXII	glucose				wild type + overexpression	WT pEKEx2-NprE-cutinase ( Fusarium solani )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition157	P1	Condition195
GSM5197249_1	1	GSM5197249	CGXII	glucose				wild type + overexpression	WT pEKEx2-NprE-cutinase ( Fusarium solani )	exponential	4 hours after addition of 100 µM IPTG			FALSE	TRUE	Condition135	P1	Condition195
GSM5197249_2	2	GSM5197249	CGXII	glucose				wild type + overexpression	WT pEKEx2-NprE-cutinase ( Fusarium solani )	exponential	4 hours after addition of 100 µM IPTG			FALSE	TRUE	Condition251	P1	Condition195
GSM5197250_1	1	GSM5197250	CGXII	glucose				wild type + overexpression	WT pEKEx2-NprE-cutinase ( Fusarium solani )	exponential	4 hours after addition of 100 µM IPTG			FALSE	TRUE	Condition135	P1	Condition195
GSM5197250_2	2	GSM5197250	CGXII	glucose				wild type + overexpression	WT pEKEx2-NprE-cutinase ( Fusarium solani )	exponential	4 hours after addition of 100 µM IPTG			FALSE	TRUE	Condition251	P1	Condition195
GSM5197251_1	1	GSM5197251	CGXII	glucose				wild type + overexpression	WT pEKEx2-NprE-cutinase ( Fusarium solani )	exponential	4 hours after addition of 100 µM IPTG			FALSE	TRUE	Condition135	P1	Condition195
GSM5197251_2	2	GSM5197251	CGXII	glucose				wild type + overexpression	WT pEKEx2-NprE-cutinase ( Fusarium solani )	exponential	4 hours after addition of 100 µM IPTG			FALSE	TRUE	Condition251	P1	Condition195
GSM5197252_1	1	GSM5197252	CGXII	glucose	100 µM IPTG	"urea, MOPS"	yes	wild type + overexpression	WT pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary			40.0	TRUE	TRUE	Condition154	P1	Condition195
GSM5197252_2	2	GSM5197252	CGXII	glucose	100 µM IPTG	"urea, MOPS"	yes	wild type + overexpression	WT pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary			40.0	TRUE	TRUE	Condition152	P1	Condition195
GSM5197253_1	1	GSM5197253	CGXII	glucose	100 µM IPTG	"urea, MOPS"	yes	wild type + overexpression	WT pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary			40.0	TRUE	TRUE	Condition154	P1	Condition195
GSM5197253_2	2	GSM5197253	CGXII	glucose	100 µM IPTG	"urea, MOPS"	yes	wild type + overexpression	WT pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary			40.0	TRUE	TRUE	Condition152	P1	Condition195
GSM5197254_1	1	GSM5197254	CGXII	glucose	100 µM IPTG	urea		wild type + overexpression	WT pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition449	P1	Condition195
GSM5197254_2	2	GSM5197254	CGXII	glucose	100 µM IPTG	urea		wild type + overexpression	WT pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition280	P1	Condition195
GSM5197255_1	1	GSM5197255	CGXII	glucose	100 µM IPTG	urea		wild type + overexpression	WT pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition449	P1	Condition195
GSM5197255_2	2	GSM5197255	CGXII	glucose	100 µM IPTG	urea		wild type + overexpression	WT pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition280	P1	Condition195
GSM5197256_1	1	GSM5197256	CGXII	glucose	100 µM IPTG			delta_CGP123 delta_iscg12 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				FALSE	TRUE	Condition137	P1	Condition195
GSM5197256_2	2	GSM5197256	CGXII	glucose	100 µM IPTG			delta_CGP123 delta_iscg12 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				FALSE	TRUE	Condition22	P1	Condition195
GSM5197257_1	1	GSM5197257	CGXII	glucose	100 µM IPTG			delta_CGP123 delta_iscg12 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				FALSE	TRUE	Condition137	P1	Condition195
GSM5197257_2	2	GSM5197257	CGXII	glucose	100 µM IPTG			delta_CGP123 delta_iscg12 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				FALSE	TRUE	Condition22	P1	Condition195
GSM5197258_1	1	GSM5197258	CGXII	glucose	100 µM IPTG			delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition505	P1	Condition195
GSM5197258_2	2	GSM5197258	CGXII	glucose	100 µM IPTG			delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	FALSE	Condition183	P1	Condition195
GSM5197259_1	1	GSM5197259	CGXII	glucose	100 µM IPTG			delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition505	P1	Condition195
GSM5197259_2	2	GSM5197259	CGXII	glucose	100 µM IPTG			delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition183	P1	Condition195
GSM5197260_1	1	GSM5197260	CGXII	glucose	100 µM IPTG	"urea, MOPS"	yes	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition188	P1	Condition195
GSM5197260_2	2	GSM5197260	CGXII	glucose	100 µM IPTG	"urea, MOPS"	yes	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition76	P1	Condition195
GSM5197261_1	1	GSM5197261	CGXII	glucose	100 µM IPTG	"urea, MOPS"	yes	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition188	P1	Condition195
GSM5197261_2	2	GSM5197261	CGXII	glucose	100 µM IPTG	"urea, MOPS"	yes	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition76	P1	Condition195
GSM5197262_1	1	GSM5197262	CGXII	glucose	100 µM IPTG	"urea, MOPS"	yes	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition188	P1	Condition195
GSM5197262_2	2	GSM5197262	CGXII	glucose	100 µM IPTG	"urea, MOPS"	yes	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition76	P1	Condition195
GSM5197263_1	1	GSM5197263	CGXII	glucose	100 µM IPTG	"urea, MOPS"	yes	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition188	P1	Condition195
GSM5197263_2	2	GSM5197263	CGXII	glucose	100 µM IPTG	"urea, MOPS"	yes	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition76	P1	Condition195
GSM5197264_1	1	GSM5197264	CGXII	glucose	100 µM IPTG	"urea, MOPS"	yes	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition148	P1	Condition195
GSM5197264_2	2	GSM5197264	CGXII	glucose	100 µM IPTG	"urea, MOPS"	yes	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition282	P1	Condition195
GSM5197265_1	1	GSM5197265	CGXII	glucose	100 µM IPTG	"urea, MOPS"	yes	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition148	P1	Condition195
GSM5197265_2	2	GSM5197265	CGXII	glucose	100 µM IPTG	"urea, MOPS"	yes	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a + overexpression	delta_CGP123 delta_iscg12 delta_ccrB-cg2828 delta_rrnC-tnp19a pEKEx2-NprE-Cutinase ( Fusarium solani )	stationary				TRUE	TRUE	Condition282	P1	Condition195
GSM5197266_1	1	GSM5197266	CGXII	glucose				wild type + overexpression	WT pEKEx2-GFP	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition237	P1	Condition195
GSM5197266_2	2	GSM5197266	CGXII	glucose				wild type + overexpression	WT pEKEx2-GFP	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition481	P1	Condition195
GSM5197267_1	1	GSM5197267	CGXII	glucose				wild type + overexpression	WT pEKEx2-GFP	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition237	P1	Condition195
GSM5197267_2	2	GSM5197267	CGXII	glucose				wild type + overexpression	WT pEKEx2-GFP	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition481	P1	Condition195
GSM5197268_1	1	GSM5197268	CGXII	glucose				wild type + overexpression	WT pEKEx2-GFP	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition237	P1	Condition195
GSM5197268_2	2	GSM5197268	CGXII	glucose				wild type + overexpression	WT pEKEx2-GFP	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition481	P1	Condition195
GSM5197269_1	1	GSM5197269	CGXII	glucose				wild type + overexpression	WT pEKEx2-phoA ( Escherichia coli )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition196	P1	Condition195
GSM5197269_2	2	GSM5197269	CGXII	glucose				wild type + overexpression	WT pEKEx2-phoA ( Escherichia coli )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition487	P1	Condition195
GSM5197270_1	1	GSM5197270	CGXII	glucose				wild type + overexpression	WT pEKEx2-phoA ( Escherichia coli )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition196	P1	Condition195
GSM5197270_2	2	GSM5197270	CGXII	glucose				wild type + overexpression	WT pEKEx2-phoA ( Escherichia coli )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition487	P1	Condition195
GSM5197271_1	1	GSM5197271	CGXII	glucose				wild type + overexpression	WT pEKEx2-phoA ( Escherichia coli )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition196	P1	Condition195
GSM5197271_2	2	GSM5197271	CGXII	glucose				wild type + overexpression	WT pEKEx2-phoA ( Escherichia coli )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition487	P1	Condition195
GSM5197272_1	1	GSM5197272	CGXII	glucose				wild type + overexpression	WT pEKEx2-PhoD-GFP ( signal peptide from Bacillus subtilis + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition331	P1	Condition195
GSM5197272_2	2	GSM5197272	CGXII	glucose				wild type + overexpression	WT pEKEx2-PhoD-GFP ( signal peptide from Bacillus subtilis + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition118	P1	Condition195
GSM5197273_1	1	GSM5197273	CGXII	glucose				wild type + overexpression	WT pEKEx2-PhoD-GFP ( signal peptide from Bacillus subtilis + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition331	P1	Condition195
GSM5197273_2	2	GSM5197273	CGXII	glucose				wild type + overexpression	WT pEKEx2-PhoD-GFP ( signal peptide from Bacillus subtilis + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition118	P1	Condition195
GSM5197274_1	1	GSM5197274	CGXII	glucose				wild type + overexpression	WT pEKEx2-PhoD-GFP ( signal peptide from Bacillus subtilis + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition331	P1	Condition195
GSM5197274_2	2	GSM5197274	CGXII	glucose				wild type + overexpression	WT pEKEx2-PhoD-GFP ( signal peptide from Bacillus subtilis + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition118	P1	Condition195
GSM5197275_1	1	GSM5197275	CGXII	glucose				wild type + overexpression	WT pEKEx2-PhoD-GFP ( signal peptide from Bacillus subtilis + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition144	P1	Condition195
GSM5197275_2	2	GSM5197275	CGXII	glucose				wild type + overexpression	WT pEKEx2-PhoD-GFP ( signal peptide from Bacillus subtilis + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition131	P1	Condition195
GSM5197276_1	1	GSM5197276	CGXII	glucose				wild type + overexpression	WT pEKEx2-PhoD-GFP ( signal peptide from Bacillus subtilis + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition144	P1	Condition195
GSM5197276_2	2	GSM5197276	CGXII	glucose				wild type + overexpression	WT pEKEx2-PhoD-GFP ( signal peptide from Bacillus subtilis + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition131	P1	Condition195
GSM5197277_1	1	GSM5197277	CGXII	glucose				wild type + overexpression	WT pEKEx2-PhoD-GFP ( signal peptide from Bacillus subtilis + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition144	P1	Condition195
GSM5197277_2	2	GSM5197277	CGXII	glucose				wild type + overexpression	WT pEKEx2-PhoD-GFP ( signal peptide from Bacillus subtilis + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition131	P1	Condition195
GSM5197278_1	1	GSM5197278	CGXII	glucose				wild type + overexpression	WT pEKEx2-PhoD-GFP ( signal peptide from Bacillus subtilis + GFP )	exponential	4 hours after addition of 100 µM IPTG			FALSE	TRUE	Condition122	P1	Condition195
GSM5197278_2	2	GSM5197278	CGXII	glucose				wild type + overexpression	WT pEKEx2-PhoD-GFP ( signal peptide from Bacillus subtilis + GFP )	exponential	4 hours after addition of 100 µM IPTG			FALSE	TRUE	Condition509	P1	Condition195
GSM5197279_1	1	GSM5197279	CGXII	glucose				wild type + overexpression	WT pEKEx2-PhoD-GFP ( signal peptide from Bacillus subtilis + GFP )	exponential	4 hours after addition of 100 µM IPTG			FALSE	TRUE	Condition122	P1	Condition195
GSM5197279_2	2	GSM5197279	CGXII	glucose				wild type + overexpression	WT pEKEx2-PhoD-GFP ( signal peptide from Bacillus subtilis + GFP )	exponential	4 hours after addition of 100 µM IPTG			FALSE	TRUE	Condition509	P1	Condition195
GSM5197280_1	1	GSM5197280	CGXII	glucose				wild type + overexpression	WT pEKEx2-PhoD-GFP ( signal peptide from Bacillus subtilis + GFP )	exponential	4 hours after addition of 100 µM IPTG			FALSE	TRUE	Condition122	P1	Condition195
GSM5197280_2	2	GSM5197280	CGXII	glucose				wild type + overexpression	WT pEKEx2-PhoD-GFP ( signal peptide from Bacillus subtilis + GFP )	exponential	4 hours after addition of 100 µM IPTG			FALSE	TRUE	Condition509	P1	Condition195
GSM5197281_1	1	GSM5197281	CGXII	glucose				wild type + overexpression	WT pEKEx2-TorA-GFP ( signal peptide from torA + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition339	P1	Condition195
GSM5197281_2	2	GSM5197281	CGXII	glucose				wild type + overexpression	WT pEKEx2-TorA-GFP ( signal peptide from torA + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition539	P1	Condition195
GSM5197282_1	1	GSM5197282	CGXII	glucose				wild type + overexpression	WT pEKEx2-TorA-GFP ( signal peptide from torA + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition339	P1	Condition195
GSM5197282_2	2	GSM5197282	CGXII	glucose				wild type + overexpression	WT pEKEx2-TorA-GFP ( signal peptide from torA + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition539	P1	Condition195
GSM5197283_1	1	GSM5197283	CGXII	glucose				wild type + overexpression	WT pEKEx2-TorA-GFP ( signal peptide from torA + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition339	P1	Condition195
GSM5197283_2	2	GSM5197283	CGXII	glucose				wild type + overexpression	WT pEKEx2-TorA-GFP ( signal peptide from torA + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition539	P1	Condition195
GSM5197284_1	1	GSM5197284	CGXII	glucose				wild type + overexpression	WT pEKEx2-TorA-cg2705 ( signal peptide from torA + malE )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition482	P1	Condition195
GSM5197284_2	2	GSM5197284	CGXII	glucose				wild type + overexpression	WT pEKEx2-TorA-cg2705 ( signal peptide from torA + malE )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition117	P1	Condition195
GSM5197285_1	1	GSM5197285	CGXII	glucose				wild type + overexpression	WT pEKEx2-TorA-cg2705 ( signal peptide from torA + malE )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition482	P1	Condition195
GSM5197285_2	2	GSM5197285	CGXII	glucose				wild type + overexpression	WT pEKEx2-TorA-cg2705 ( signal peptide from torA + malE )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition117	P1	Condition195
GSM5197286_1	1	GSM5197286	CGXII	glucose				wild type + overexpression	WT pEKEx2-TorA-cg2705 ( signal peptide from torA + malE )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition482	P1	Condition195
GSM5197286_2	2	GSM5197286	CGXII	glucose				wild type + overexpression	WT pEKEx2-TorA-cg2705 ( signal peptide from torA + malE )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition117	P1	Condition195
GSM5197287_1	1	GSM5197287	CGXII	glucose				wild type + overexpression	WT pEKEx2-TorA-cg2705 ( signal peptide from torA + malE )	exponential	4 hours after addition of 100 µM IPTG			FALSE	TRUE	Condition418	P1	Condition195
GSM5197287_2	2	GSM5197287	CGXII	glucose				wild type + overexpression	WT pEKEx2-TorA-cg2705 ( signal peptide from torA + malE )	exponential	4 hours after addition of 100 µM IPTG			FALSE	TRUE	Condition80	P1	Condition195
GSM5197288_1	1	GSM5197288	CGXII	glucose				wild type + overexpression	WT pEKEx2-TorA-cg2705 ( signal peptide from torA + malE )	exponential	4 hours after addition of 100 µM IPTG			FALSE	TRUE	Condition418	P1	Condition195
GSM5197288_2	2	GSM5197288	CGXII	glucose				wild type + overexpression	WT pEKEx2-TorA-cg2705 ( signal peptide from torA + malE )	exponential	4 hours after addition of 100 µM IPTG			FALSE	TRUE	Condition80	P1	Condition195
GSM5197289_1	1	GSM5197289	CGXII	glucose				wild type + overexpression	WT pEKEx2-TorA-cg2705 ( signal peptide from torA + malE )	exponential	4 hours after addition of 100 µM IPTG			FALSE	TRUE	Condition418	P1	Condition195
GSM5197289_2	2	GSM5197289	CGXII	glucose				wild type + overexpression	WT pEKEx2-TorA-cg2705 ( signal peptide from torA + malE )	exponential	4 hours after addition of 100 µM IPTG			FALSE	TRUE	Condition80	P1	Condition195
GSM5197290_1	1	GSM5197290	CGXII	glucose				wild type + overexpression	WT pEKExL-cg0955-GFP ( signal peptide from cg0955 + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition341	P1	Condition195
GSM5197290_2	2	GSM5197290	CGXII	glucose				wild type + overexpression	WT pEKExL-cg0955-GFP ( signal peptide from cg0955 + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition171	P1	Condition195
GSM5197291_1	1	GSM5197291	CGXII	glucose				wild type + overexpression	WT pEKExL-cg0955-GFP ( signal peptide from cg0955 + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition341	P1	Condition195
GSM5197291_2	2	GSM5197291	CGXII	glucose				wild type + overexpression	WT pEKExL-cg0955-GFP ( signal peptide from cg0955 + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition171	P1	Condition195
GSM5197292_1	1	GSM5197292	CGXII	glucose				wild type + overexpression	WT pEKExL-cg0955-GFP ( signal peptide from cg0955 + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition341	P1	Condition195
GSM5197292_2	2	GSM5197292	CGXII	glucose				wild type + overexpression	WT pEKExL-cg0955-GFP ( signal peptide from cg0955 + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition171	P1	Condition195
GSM5197293_1	1	GSM5197293	CGXII	glucose				wild type + overexpression	WT pEKExL-cg0955-GFP ( signal peptide from cg0955 + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition53	P1	Condition195
GSM5197293_2	2	GSM5197293	CGXII	glucose				wild type + overexpression	WT pEKExL-cg0955-GFP ( signal peptide from cg0955 + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition165	P1	Condition195
GSM5197294_1	1	GSM5197294	CGXII	glucose				wild type + overexpression	WT pEKExL-cg0955-GFP ( signal peptide from cg0955 + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition53	P1	Condition195
GSM5197294_2	2	GSM5197294	CGXII	glucose				wild type + overexpression	WT pEKExL-cg0955-GFP ( signal peptide from cg0955 + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition165	P1	Condition195
GSM5197295_1	1	GSM5197295	CGXII	glucose				wild type + overexpression	WT pEKExL-cg0955-GFP ( signal peptide from cg0955 + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition53	P1	Condition195
GSM5197295_2	2	GSM5197295	CGXII	glucose				wild type + overexpression	WT pEKExL-cg0955-GFP ( signal peptide from cg0955 + GFP )	exponential	60 min after addition of 100 µM IPTG			FALSE	TRUE	Condition165	P1	Condition195
GSM5197296_1	1	GSM5197296	CGXII	glucose				wild type + overexpression	WT pEKExL-cg0955-GFP ( signal peptide from cg0955 + GFP )	exponential	30 min after addition of 100 µM IPTG			FALSE	TRUE	Condition133	P1	Condition195
GSM5197296_2	2	GSM5197296	CGXII	glucose				wild type + overexpression	WT pEKExL-cg0955-GFP ( signal peptide from cg0955 + GFP )	exponential	30 min after addition of 100 µM IPTG			FALSE	TRUE	Condition33	P1	Condition195
GSM5197297_1	1	GSM5197297	CGXII	glucose				wild type + overexpression	WT pEKExL-cg0955-GFP ( signal peptide from cg0955 + GFP )	exponential	30 min after addition of 100 µM IPTG			FALSE	TRUE	Condition133	P1	Condition195
GSM5197297_2	2	GSM5197297	CGXII	glucose				wild type + overexpression	WT pEKExL-cg0955-GFP ( signal peptide from cg0955 + GFP )	exponential	30 min after addition of 100 µM IPTG			FALSE	TRUE	Condition33	P1	Condition195
GSM5197298_1	1	GSM5197298	CGXII	glucose				wild type + overexpression	WT pEKExL-cg0955-GFP ( signal peptide from cg0955 + GFP )	exponential	30 min after addition of 100 µM IPTG			FALSE	TRUE	Condition133	P1	Condition195
GSM5197298_2	2	GSM5197298	CGXII	glucose				wild type + overexpression	WT pEKExL-cg0955-GFP ( signal peptide from cg0955 + GFP )	exponential	30 min after addition of 100 µM IPTG			FALSE	TRUE	Condition33	P1	Condition195
